disease,scenario,replication,cumulative_attack_rate,peak_incidence,peak_timing,epidemic_duration,hospital_days,total_infections,R_eff_final
influenza,baseline,183,0.9986,4277.104440997145,13.0,59.0,900.0858465374725,9986.0,0.00238
influenza,baseline,184,0.9986,4372.302612390578,13.0,55.0,919.8313824024186,9986.0,0.00238
influenza,baseline,185,0.9986,4296.212064746634,13.0,55.0,898.3659156920032,9986.0,0.00238
influenza,baseline,186,0.9986,4356.044532590303,13.0,57.0,919.380809520228,9986.0,0.00238
influenza,baseline,187,0.9987,4430.982549233351,13.0,60.0,933.4427287494362,9987.0,0.0022099999999999997
influenza,baseline,188,0.9986,4389.644092229198,13.0,57.0,922.971750870998,9986.0,0.00238
influenza,baseline,189,0.9987,4424.638234713412,13.0,56.0,929.6744095030688,9987.0,0.0022099999999999997
influenza,baseline,190,0.9988,4392.251036175945,13.0,60.0,921.5906445410303,9988.0,0.0020399999999999997
influenza,baseline,191,0.9986,4373.197894702846,13.0,55.0,920.2990497844405,9986.0,0.00238
influenza,baseline,192,0.9987,4386.404319415344,13.0,56.0,919.2094838122052,9987.0,0.0022099999999999997
influenza,baseline,193,0.9986,4340.49973146025,13.0,55.0,911.705080044004,9986.0,0.00238
influenza,baseline,194,0.9987,4374.551010293768,13.0,61.0,916.7596512183184,9987.0,0.0022099999999999997
influenza,baseline,195,0.9986,4333.856760783169,13.0,56.0,913.2899237782974,9986.0,0.00238
influenza,baseline,196,0.9986,4330.3214407782125,13.0,54.0,911.4150359660365,9986.0,0.00238
influenza,baseline,197,0.9987,4404.000855775881,13.0,56.0,923.8511247434975,9987.0,0.0022099999999999997
influenza,baseline,198,0.9987,4425.931584520566,13.0,57.0,937.3025105737903,9987.0,0.0022099999999999997
influenza,baseline,199,0.9987,4272.890776838566,13.0,55.0,899.6946346394872,9987.0,0.0022099999999999997
influenza,patient_ai,0,0.9826,3323.6829708147898,17.0,64.0,895.415173512113,9826.0,0.029580000000000002
influenza,patient_ai,1,0.9825,3330.487661156878,17.0,61.0,888.9206735084224,9825.0,0.02975
influenza,patient_ai,2,0.9825,3334.35173657291,17.0,62.0,883.0682733007447,9825.0,0.02975
influenza,patient_ai,3,0.9821,3276.761167675522,17.0,66.0,903.852791081607,9821.0,0.030430000000000002
influenza,patient_ai,4,0.9826,3342.198068224509,17.0,64.0,897.5550900958942,9826.0,0.029580000000000002
influenza,patient_ai,5,0.9822,3338.542167065085,17.0,63.0,901.0765232121964,9822.0,0.030259999999999995
influenza,patient_ai,6,0.9821,3325.3735993371024,17.0,62.0,891.0959422954936,9821.0,0.030430000000000002
influenza,patient_ai,7,0.982,3295.834728437657,17.0,70.0,888.0363188969168,9820.0,0.0306
influenza,patient_ai,8,0.982,3329.045048799115,17.0,68.0,886.1492397375416,9820.0,0.0306
influenza,patient_ai,9,0.9826,3347.7985641624336,17.0,64.0,898.9812085557443,9826.0,0.029580000000000002
influenza,patient_ai,10,0.9822,3301.8911817053013,17.0,62.0,882.9516207644206,9822.0,0.030259999999999995
influenza,patient_ai,11,0.9829,3399.4240136135804,16.0,66.0,882.6388527016283,9829.0,0.02907
influenza,patient_ai,12,0.9824,3342.1343788346558,17.0,60.0,900.5670108548908,9824.0,0.02992
influenza,patient_ai,13,0.9824,3313.5008112868345,17.0,61.0,900.1186794531521,9824.0,0.02992
influenza,patient_ai,14,0.9826,3318.3111956494918,17.0,61.0,885.065514208378,9826.0,0.029580000000000002
influenza,patient_ai,15,0.9822,3299.0814392856873,17.0,64.0,905.1752613284626,9822.0,0.030259999999999995
influenza,patient_ai,16,0.9817,3269.308823705832,17.0,65.0,888.7517004085616,9817.0,0.031109999999999995
influenza,patient_ai,17,0.9824,3290.55721539372,17.0,65.0,901.3137089238221,9824.0,0.02992
influenza,patient_ai,18,0.9828,3374.671559260047,17.0,64.0,890.0685167017905,9828.0,0.02924
influenza,patient_ai,19,0.9829,3358.4163828164646,17.0,60.0,894.1967324831601,9829.0,0.02907
influenza,patient_ai,20,0.9823,3321.506733860944,17.0,63.0,903.2510167238394,9823.0,0.03009
influenza,patient_ai,21,0.9824,3325.4872896025076,17.0,64.0,898.8697270793506,9824.0,0.02992
influenza,patient_ai,22,0.9828,3371.9286866548446,16.0,65.0,883.097037562788,9828.0,0.02924
influenza,patient_ai,23,0.9826,3335.1192184209317,17.0,59.0,897.7204532977936,9826.0,0.029580000000000002
influenza,patient_ai,24,0.9824,3335.755300684443,17.0,61.0,895.4974697943316,9824.0,0.02992
influenza,patient_ai,25,0.9828,3362.200883810272,17.0,63.0,901.3221436224088,9828.0,0.02924
influenza,patient_ai,26,0.9823,3326.4453573490855,17.0,61.0,893.4427037803565,9823.0,0.03009
influenza,patient_ai,27,0.9819,3299.0317317338645,17.0,64.0,894.3621186028297,9819.0,0.03077
influenza,patient_ai,28,0.9827,3363.3488390830635,17.0,66.0,895.464526522407,9827.0,0.029409999999999995
influenza,patient_ai,29,0.9822,3301.6883114835127,17.0,69.0,901.3381134034247,9822.0,0.030259999999999995
influenza,patient_ai,30,0.9821,3305.6491390709657,17.0,61.0,903.7850138815899,9821.0,0.030430000000000002
influenza,patient_ai,31,0.9823,3328.93757028951,17.0,63.0,892.0380819272029,9823.0,0.03009
influenza,patient_ai,32,0.9829,3374.1523307899233,16.0,58.0,888.4677976681891,9829.0,0.02907
influenza,patient_ai,33,0.9828,3370.474766442256,16.0,59.0,883.9067640470294,9828.0,0.02924
influenza,patient_ai,34,0.9822,3309.268228459258,17.0,63.0,889.498595275559,9822.0,0.030259999999999995
influenza,patient_ai,35,0.9821,3283.9219279840263,18.0,62.0,900.2793580062855,9821.0,0.030430000000000002
influenza,patient_ai,36,0.983,3372.9431496578068,16.0,66.0,891.8959477021681,9830.0,0.0289
influenza,patient_ai,37,0.9825,3300.2988103046177,17.0,60.0,892.1743245464621,9825.0,0.02975
influenza,patient_ai,38,0.9827,3353.6129027388147,17.0,61.0,886.620486542421,9827.0,0.029409999999999995
influenza,patient_ai,39,0.9823,3308.857194842328,17.0,65.0,896.7012181020283,9823.0,0.03009
influenza,patient_ai,40,0.9819,3264.670109671122,18.0,68.0,908.3089707933141,9819.0,0.03077
influenza,patient_ai,41,0.9824,3314.809700173168,17.0,63.0,892.9742914915614,9824.0,0.02992
influenza,patient_ai,42,0.9828,3334.6120660439274,16.0,62.0,886.3979246986245,9828.0,0.02924
influenza,patient_ai,43,0.9823,3333.9247891054224,17.0,62.0,901.2822203687851,9823.0,0.03009
influenza,patient_ai,44,0.9821,3290.05848985853,17.0,64.0,885.0911408015183,9821.0,0.030430000000000002
influenza,patient_ai,45,0.9823,3311.4030461214315,17.0,64.0,887.875000151928,9823.0,0.03009
influenza,patient_ai,46,0.9825,3341.4699800234553,16.0,63.0,885.0423428727917,9825.0,0.02975
influenza,patient_ai,47,0.9821,3274.0941361229025,17.0,62.0,885.3138713685834,9821.0,0.030430000000000002
influenza,patient_ai,48,0.9829,3386.1846925604495,17.0,64.0,904.669526019112,9829.0,0.02907
influenza,patient_ai,49,0.9824,3330.450353520915,17.0,61.0,898.3202041669693,9824.0,0.02992
influenza,patient_ai,50,0.9828,3376.4492854325026,17.0,66.0,892.1402152739848,9828.0,0.02924
influenza,patient_ai,51,0.982,3326.318157125391,17.0,66.0,890.1310460424341,9820.0,0.0306
influenza,patient_ai,52,0.9833,3382.5548525806626,17.0,60.0,891.1072302544069,9833.0,0.02839
influenza,patient_ai,53,0.9824,3312.837620271939,17.0,60.0,890.2709675463504,9824.0,0.02992
influenza,patient_ai,54,0.983,3379.8284141702975,16.0,63.0,888.0931973155969,9830.0,0.0289
influenza,patient_ai,55,0.9823,3334.464126412287,17.0,59.0,896.1642817374845,9823.0,0.03009
influenza,patient_ai,56,0.9815,3225.3801719637286,17.0,60.0,890.8540187396222,9815.0,0.03145
influenza,patient_ai,57,0.9824,3356.8240698928703,17.0,61.0,903.1943856349253,9824.0,0.02992
influenza,patient_ai,58,0.9821,3311.386894696913,17.0,62.0,894.0678526002877,9821.0,0.030430000000000002
influenza,patient_ai,59,0.9823,3322.606852965616,17.0,65.0,898.7384359339588,9823.0,0.03009
influenza,patient_ai,60,0.9819,3266.4867298569125,17.0,62.0,891.3877555799401,9819.0,0.03077
influenza,patient_ai,61,0.9827,3347.2782541774814,16.0,60.0,884.6891193311134,9827.0,0.029409999999999995
influenza,patient_ai,62,0.9815,3293.01366824881,17.0,60.0,893.4278179988506,9815.0,0.03145
influenza,patient_ai,63,0.9823,3293.3045988237645,17.0,64.0,898.4705871829966,9823.0,0.03009
influenza,patient_ai,64,0.9825,3341.0172168335575,17.0,63.0,892.7786629454595,9825.0,0.02975
