disease,scenario,replication,cumulative_attack_rate,peak_incidence,peak_timing,epidemic_duration,hospital_days,total_infections,R_eff_final
dengue,baseline,167,0.9996,2971.6682386407633,22.75,76.25,7704.64612982429,9996.0,0.0012
dengue,baseline,168,0.9997,2969.8958993991173,23.25,77.5,7692.404518409659,9997.0,0.0009
dengue,baseline,169,0.9996,2959.960676681879,22.75,83.75,7681.856196536445,9996.0,0.0012
dengue,baseline,170,0.9995,2958.793414361976,22.25,74.5,7701.847818566341,9995.0,0.0015
dengue,baseline,171,0.9996,2952.9199993777697,23.25,84.0,7670.0375706473815,9996.0,0.0012
dengue,baseline,172,0.9996,2938.281007756199,23.25,75.75,7665.869909417038,9996.0,0.0012
dengue,baseline,173,0.9996,2949.7537183187874,23.5,79.25,7696.297508165966,9996.0,0.0012
dengue,baseline,174,0.9996,2946.927710471423,21.75,82.5,7682.9468302983105,9996.0,0.0012
dengue,baseline,175,0.9997,2990.888282415076,21.5,75.5,7675.024779528179,9997.0,0.0009
dengue,baseline,176,0.9996,2959.6004927243225,22.25,78.25,7683.664036102613,9996.0,0.0012
dengue,baseline,177,0.9996,2941.3246981448306,22.0,82.25,7665.11644620034,9996.0,0.0012
dengue,baseline,178,0.9996,2957.8404425472236,23.5,78.25,7705.198622797029,9996.0,0.0012
dengue,baseline,179,0.9996,2989.4977197000044,21.5,77.5,7711.97105859526,9996.0,0.0012
dengue,baseline,180,0.9996,2966.1523047510427,22.0,79.25,7714.444447450489,9996.0,0.0012
dengue,baseline,181,0.9996,2993.280327142181,22.25,88.75,7699.492189134556,9996.0,0.0012
dengue,baseline,182,0.9996,2954.42995482731,22.0,83.25,7657.0793648210865,9996.0,0.0012
dengue,baseline,183,0.9996,2970.4716729642587,22.5,78.0,7682.725749771559,9996.0,0.0012
dengue,baseline,184,0.9996,2953.7933479964354,22.5,78.0,7687.123682742282,9996.0,0.0012
dengue,baseline,185,0.9996,2930.6070209832437,23.75,83.75,7656.097438221397,9996.0,0.0012
dengue,baseline,186,0.9995,2962.574248397447,21.25,77.0,7691.643112090941,9995.0,0.0015
dengue,baseline,187,0.9996,2963.5704873861832,21.75,75.75,7677.010650394082,9996.0,0.0012
dengue,baseline,188,0.9996,2979.8199337272576,22.0,80.0,7674.427241684911,9996.0,0.0012
dengue,baseline,189,0.9996,2973.0082737082494,22.25,76.5,7695.158698774426,9996.0,0.0012
dengue,baseline,190,0.9996,2978.931858655399,22.5,80.75,7682.466782464901,9996.0,0.0012
dengue,baseline,191,0.9996,2958.375098844469,21.75,84.5,7687.35774782592,9996.0,0.0012
dengue,baseline,192,0.9996,2946.2735390913745,23.25,82.0,7697.506554721524,9996.0,0.0012
dengue,baseline,193,0.9995,2966.8190100308475,22.75,85.0,7672.009034440516,9995.0,0.0015
dengue,baseline,194,0.9997,2989.2374153567825,21.75,78.0,7701.890792205494,9997.0,0.0009
dengue,baseline,195,0.9997,2972.1243043126933,22.0,78.5,7668.560054770253,9997.0,0.0009
dengue,baseline,196,0.9995,2965.4395361677407,23.0,86.25,7716.290267382126,9995.0,0.0015
dengue,baseline,197,0.9996,2967.384034971845,22.75,79.25,7673.574409726549,9996.0,0.0012
dengue,baseline,198,0.9997,2981.6528035542033,22.25,77.75,7675.154217150265,9997.0,0.0009
dengue,baseline,199,0.9996,2963.501710031498,23.25,76.75,7681.600039604655,9996.0,0.0012
dengue,patient_ai,0,0.9936,2315.121758837012,28.0,87.25,7714.882573915069,9936.0,0.0192
dengue,patient_ai,1,0.9942,2352.3199945484366,28.25,85.75,7706.473714823574,9942.0,0.0174
dengue,patient_ai,2,0.9943,2369.9230043813022,27.25,91.25,7763.22503333715,9943.0,0.0171
dengue,patient_ai,3,0.9946,2390.495791645434,26.75,83.75,7703.346364740259,9946.0,0.0162
dengue,patient_ai,4,0.9942,2411.1415223199556,27.75,83.5,7722.852088696666,9942.0,0.0174
dengue,patient_ai,5,0.9944,2400.6815088547787,27.75,89.5,7713.212461854728,9944.0,0.0168
dengue,patient_ai,6,0.9938,2326.934046881544,28.0,91.0,7718.4811472141655,9938.0,0.0186
dengue,patient_ai,7,0.9944,2388.05713726314,27.5,84.25,7717.25795420917,9944.0,0.0168
dengue,patient_ai,8,0.994,2363.650057114867,27.25,89.5,7720.501823974352,9940.0,0.018
dengue,patient_ai,9,0.9943,2380.195045285617,29.0,86.25,7726.944975949146,9943.0,0.0171
dengue,patient_ai,10,0.994,2357.719772490909,27.5,87.25,7694.907775911995,9940.0,0.018
dengue,patient_ai,11,0.9938,2341.444523615425,27.25,87.75,7740.046549179611,9938.0,0.0186
dengue,patient_ai,12,0.994,2352.77504189851,27.25,89.75,7720.428919721442,9940.0,0.018
dengue,patient_ai,13,0.9945,2413.4061442116663,27.0,87.5,7721.3307155966095,9945.0,0.0165
dengue,patient_ai,14,0.9938,2310.1250071456525,28.5,95.5,7669.55586341384,9938.0,0.0186
dengue,patient_ai,15,0.9938,2350.5255108637916,28.25,94.0,7709.59860330224,9938.0,0.0186
dengue,patient_ai,16,0.994,2368.1721052709004,28.5,85.5,7695.357490014086,9940.0,0.018
dengue,patient_ai,17,0.9936,2296.688787886775,28.75,94.0,7698.222325809519,9936.0,0.0192
dengue,patient_ai,18,0.9934,2265.193901884536,29.0,91.0,7754.50600048574,9934.0,0.0198
dengue,patient_ai,19,0.9932,2235.100659411736,28.5,91.5,7701.985558578079,9932.0,0.0204
dengue,patient_ai,20,0.9938,2335.702082957904,28.0,92.5,7686.467827633523,9938.0,0.0186
dengue,patient_ai,21,0.9942,2401.410972877765,26.25,88.5,7739.668073065638,9942.0,0.0174
dengue,patient_ai,22,0.9938,2305.089277012352,28.25,92.75,7686.490538902369,9938.0,0.0186
dengue,patient_ai,23,0.9934,2292.83793611682,28.75,84.25,7721.050459302444,9934.0,0.0198
dengue,patient_ai,24,0.9942,2406.780472884944,27.0,86.5,7710.219204836013,9942.0,0.0174
dengue,patient_ai,25,0.9941,2345.6479678867167,28.0,85.25,7760.139802307678,9941.0,0.0177
dengue,patient_ai,26,0.9937,2327.750645639135,28.0,92.5,7718.549500162586,9937.0,0.0189
dengue,patient_ai,27,0.9941,2352.1893572949202,28.75,92.0,7687.297227451306,9941.0,0.0177
dengue,patient_ai,28,0.994,2324.394733168462,27.5,88.5,7713.364482745421,9940.0,0.018
dengue,patient_ai,29,0.994,2368.031816656657,28.5,87.5,7712.274046715789,9940.0,0.018
dengue,patient_ai,30,0.9936,2294.9570542831752,28.75,89.25,7737.3454527394315,9936.0,0.0192
dengue,patient_ai,31,0.9941,2353.6928460797903,27.75,88.75,7711.264494498608,9941.0,0.0177
dengue,patient_ai,32,0.9939,2347.832125757349,28.25,88.25,7712.045831336607,9939.0,0.0183
dengue,patient_ai,33,0.994,2365.476170067585,29.0,91.25,7756.6134382898435,9940.0,0.018
dengue,patient_ai,34,0.9938,2330.22257027122,27.25,90.5,7696.7098559248225,9938.0,0.0186
dengue,patient_ai,35,0.9941,2401.4232883251852,27.25,90.0,7696.718369683449,9941.0,0.0177
dengue,patient_ai,36,0.9944,2400.484989266493,27.0,85.0,7742.519575033744,9944.0,0.0168
dengue,patient_ai,37,0.9944,2403.184479280394,27.25,89.75,7697.0238876660005,9944.0,0.0168
dengue,patient_ai,38,0.9934,2268.6056988690643,28.25,98.25,7709.1679837107185,9934.0,0.0198
dengue,patient_ai,39,0.9946,2396.5232747482555,26.5,91.75,7678.637650890493,9946.0,0.0162
dengue,patient_ai,40,0.9937,2304.512219242919,28.75,84.5,7703.495051011991,9937.0,0.0189
dengue,patient_ai,41,0.9938,2332.6548626953095,27.75,85.25,7698.82928419321,9938.0,0.0186
dengue,patient_ai,42,0.994,2314.3426226679635,27.5,87.5,7699.722445809905,9940.0,0.018
dengue,patient_ai,43,0.9932,2260.6983893192273,28.25,92.75,7715.376335908488,9932.0,0.0204
dengue,patient_ai,44,0.9944,2381.087722539916,27.5,87.75,7719.570067763297,9944.0,0.0168
dengue,patient_ai,45,0.9941,2347.363019128953,28.5,83.25,7719.333597148434,9941.0,0.0177
dengue,patient_ai,46,0.9939,2344.497332291296,28.25,85.25,7731.383572027831,9939.0,0.0183
dengue,patient_ai,47,0.994,2345.5096219659217,27.5,89.25,7691.253871213,9940.0,0.018
dengue,patient_ai,48,0.9937,2300.5042754506303,27.0,95.25,7722.320635853081,9937.0,0.0189
dengue,patient_ai,49,0.9941,2347.0899185978146,28.25,94.25,7750.191981168339,9941.0,0.0177
dengue,patient_ai,50,0.9945,2404.8588863151426,27.75,87.0,7739.262621369547,9945.0,0.0165
dengue,patient_ai,51,0.9942,2377.5390514647106,27.75,86.25,7721.65649310576,9942.0,0.0174
dengue,patient_ai,52,0.9931,2261.9170564126593,29.0,86.5,7700.388558306432,9931.0,0.0207
dengue,patient_ai,53,0.9944,2389.6186826874773,27.0,81.75,7707.617776635386,9944.0,0.0168
dengue,patient_ai,54,0.9947,2447.2213229883073,25.5,95.0,7731.957988206781,9947.0,0.0159
dengue,patient_ai,55,0.9936,2268.821169671033,28.25,87.0,7719.697418873663,9936.0,0.0192
dengue,patient_ai,56,0.9938,2329.9210213572496,28.0,89.25,7717.86326605776,9938.0,0.0186
dengue,patient_ai,57,0.9943,2375.764967133249,27.75,85.0,7678.797611989183,9943.0,0.0171
dengue,patient_ai,58,0.9936,2299.8384196902666,28.0,91.5,7724.931935745585,9936.0,0.0192
dengue,patient_ai,59,0.993,2238.3096579248904,28.0,85.5,7704.202463655256,9930.0,0.021
